iter	Logloss
273	0.1157268666
274	0.1156427865
275	0.1155404317
276	0.115474365
277	0.1153097731
278	0.1152301199
279	0.1151443676
280	0.1150241187
281	0.1149095658
282	0.114833563
283	0.1147810456
284	0.1146766901
285	0.1146103473
286	0.1144431351
287	0.1142560582
288	0.1141563087
289	0.1141088825
290	0.113996084
291	0.113882076
292	0.1137489423
293	0.1136254312
294	0.113513745
295	0.1134664233
296	0.1133955267
297	0.1132478957
298	0.1131124105
299	0.1129740885
300	0.112853877
301	0.1127295746
302	0.1125911481
303	0.1124994013
304	0.1124114692
305	0.1122747447
306	0.1121047332
307	0.1119993773
308	0.1119014867
309	0.1118388241
310	0.1117220615
311	0.111555372
312	0.1114696421
313	0.1113962222
314	0.111304662
315	0.1112084585
316	0.1111843311
317	0.1110294215
318	0.1109763965
319	0.1108645086
320	0.1107870651
321	0.1106699068
322	0.1106553647
323	0.1105748305
324	0.1104759321
325	0.1103619988
326	0.1103212987
327	0.1102629212
328	0.1101777288
329	0.1101073472
330	0.1099842019
331	0.1098694475
332	0.109799051
333	0.1097198606
334	0.1096147063
335	0.1095013702
336	0.1093704015
337	0.1092621566
338	0.1091203634
339	0.1090288106
340	0.10892394
341	0.1088381579
342	0.1087329663
343	0.1086701246
344	0.1085563704
345	0.1085090563
346	0.1084205344
347	0.1083123941
348	0.1082318375
349	0.1081056315
350	0.1079836134
351	0.1078842447
352	0.1078104814
353	0.1076981755
354	0.107607862
355	0.1074971164
356	0.1073791295
357	0.1072645318
358	0.1071657752
359	0.1070830239
360	0.1069559146
361	0.1069025237
362	0.1068401075
363	0.1067631641
364	0.1066685731
365	0.1065688311
366	0.1064843702
367	0.1063619267
368	0.1061955954
369	0.1060645968
370	0.1059344566
371	0.1058470246
372	0.1057761803
373	0.1056458908
374	0.1055762931
375	0.1054716763
376	0.1053714043
377	0.1053220073
378	0.1052248557
379	0.1051619916
380	0.1050806064
381	0.1049139243
382	0.1048545837
383	0.1047503477
384	0.104706684
385	0.1046286208
386	0.104539651
387	0.1044162146
388	0.1043039759
389	0.1042324522
390	0.104172925
391	0.104087307
392	0.1039998079
393	0.1039030071
394	0.1038299381
395	0.1037789511
396	0.1036436973
397	0.1035709717
398	0.1035040092
399	0.1033049432
400	0.1031958772
401	0.103168286
402	0.1030985539
403	0.1030274707
404	0.102962479
405	0.1029241752
406	0.1028373106
407	0.1027571945
408	0.1026867532
409	0.1025480132
410	0.1024841114
411	0.1023527321
412	0.1022796034
413	0.1022102147
414	0.1020901749
415	0.1020182481
416	0.1019725464
417	0.1019001492
418	0.1017792435
419	0.101691498
420	0.1016093887
421	0.1015427024
422	0.1014874453
423	0.10142214
424	0.1014005881
425	0.1013305574
426	0.1012623483
427	0.1011795223
428	0.1011542453
429	0.1010919261
430	0.1010097198
431	0.1009645705
432	0.1008860594
433	0.1008662244
434	0.1007438107
435	0.1006196054
436	0.100548873
437	0.1004772821
438	0.1003825119
439	0.1002736549
440	0.1001757568
441	0.1001065249
442	0.1000171967
443	0.09989445457
444	0.09982299805
445	0.0997559833
446	0.09968086138
447	0.09960350738
448	0.09947722672
449	0.09944569388
450	0.09937658142
451	0.0992267855
452	0.09914151097
453	0.0990011958
454	0.09894852909
455	0.09893349425
456	0.09881793356
457	0.09875242677
458	0.0986435474
459	0.09857913053
460	0.0984662125
461	0.09836224521
462	0.09826929649
463	0.09826215233
464	0.09817965483
465	0.09814381459
466	0.09801658586
467	0.09794692844
468	0.09790506382
469	0.09781334685
470	0.09775701474
471	0.09766931403
472	0.0976114665
473	0.09754785586
474	0.09748103521
475	0.09740881724
476	0.09734262366
477	0.09719127498
478	0.09711265937
479	0.09704183739
480	0.09702587688
481	0.09692040908
482	0.09683566457
483	0.09672504582
484	0.09665882238
485	0.09657254004
486	0.09648469749
487	0.09640848567
488	0.09627085049
489	0.09618384404
490	0.09608474403
491	0.0960357875
492	0.09591915183
493	0.09584061834
494	0.09579921655
495	0.09566046907
496	0.09559352151
497	0.09553813001
498	0.09549056947
499	0.09542488352
500	0.09535032149
501	0.09529536298
502	0.09523569394
503	0.09517708497
504	0.09508346438
505	0.09499863776
506	0.09486454854
507	0.09481176985
508	0.09471824631
509	0.09466388501
510	0.09455302737
511	0.09449224603
512	0.09445728668
513	0.09438743517
514	0.09429502394
515	0.0941482962
516	0.09404412734
517	0.09399714162
518	0.09393318012
519	0.09386818843
520	0.09380235317
521	0.09373336016
522	0.09360962511
523	0.09354814205
524	0.09348530779
525	0.09338493123
526	0.09334700075
527	0.09325126752
528	0.09321458372
529	0.09316143178
530	0.09312053016
531	0.09306245121
532	0.09297165992
533	0.09290772082
534	0.09285536764
535	0.09273491727
536	0.09268003341
537	0.09262250688
538	0.09259013794
539	0.09243042828
540	0.09240619637
541	0.09237277484
542	0.09231692798
543	0.09226620967
544	0.09217341772
545	0.09210738091
546	0.0920561699
547	0.09202358447
548	0.09196485605
549	0.09193464455
550	0.09187475156
551	0.09183211056
552	0.09177279986
553	0.09174131181
554	0.09162924481
555	0.09153986444
556	0.09150883923
557	0.09147442484
558	0.09140248308
559	0.09137516806
560	0.09128906489
561	0.09124636417
562	0.09120567158
563	0.09107326201
564	0.09102813512
565	0.09099976004
566	0.09097917113
567	0.09091894221
568	0.09085912387
569	0.0907726997
570	0.09072595287
571	0.09065003218
572	0.09062475514
573	0.09057939682
574	0.09049515995
575	0.09044332187
576	0.0903342708
577	0.09028532174
578	0.09021011024
579	0.0901383999
580	0.09010758372
581	0.09001580703
582	0.08997347957
583	0.08993602685
584	0.08989467733
585	0.08982490047
586	0.08974068599
587	0.08971717073
588	0.08966174938
589	0.0896217809
590	0.08957460109
591	0.08951982173
592	0.08948267509
593	0.08944757391
594	0.0894322106
595	0.08937138447
596	0.08932309235
597	0.08927342663
598	0.08926040739
599	0.08921235415
600	0.08914707132
601	0.0890821916
602	0.08906755242
603	0.08895123028
604	0.08891399406
605	0.08887769845
606	0.08882449424
607	0.08868827745
608	0.08864757739
609	0.08859566466
610	0.08850700841
611	0.0884432858
612	0.08836260234
613	0.08832741157
614	0.08824928119
615	0.0882028255
616	0.08812638971
617	0.08803766628
618	0.08802474408
619	0.08793252695
620	0.08784974578
621	0.08779925143
622	0.08776414278
623	0.08772208406
624	0.08762374549
625	0.08754258426
626	0.08746427473
627	0.08741879696
628	0.08738707003
629	0.0873151656
630	0.08722999558
631	0.08713259016
632	0.08712071309
633	0.08704489691
634	0.08698414543
635	0.08691572723
636	0.08690308871
637	0.08682683956
638	0.08675631618
639	0.08671351842
640	0.08658752143
641	0.08655430146
642	0.08647805231
643	0.08643139505
644	0.08635333933
645	0.08632712915
646	0.08631276618
647	0.08624364625
648	0.08623173932
649	0.08613490872
650	0.08606917051
651	0.08598605341
652	0.08590716905
653	0.08587954049
654	0.0858517253
655	0.08575449904
656	0.0857112459
657	0.0856990329
658	0.08563130149
659	0.08561920047
660	0.08560709197
661	0.08554952065
662	0.08545766185
663	0.085370954
664	0.08531436808
665	0.08530257313
666	0.0852895091
667	0.08527786344
668	0.08525711776
669	0.08521673871
670	0.08512598474
671	0.0850703245
672	0.08505899985
673	0.08497147084
674	0.08489310905
675	0.08486704071
676	0.08485578324
677	0.08484249526
678	0.08477910857
679	0.08469225143
680	0.08468117313
681	0.08467027399
682	0.08465326089
683	0.08464257078
684	0.08458258821
685	0.08449103548
686	0.08443394939
687	0.08439575016
688	0.08428210055
689	0.08427158214
690	0.08426110105
691	0.08419090614
692	0.08412840782
693	0.0841180611
694	0.08406032555
695	0.08400796491
696	0.08399809597
697	0.08397676054
698	0.08390090703
699	0.08387109865
700	0.08386097589
701	0.08378344273
702	0.08377046828
703	0.08371152337
704	0.08365520619
705	0.08362715212
706	0.08358315246
707	0.08352917934
708	0.08348603071
709	0.08347351164
710	0.08337650187
711	0.08334436435
712	0.08333492092
713	0.08323917277
714	0.08321871823
715	0.08317874976
716	0.08316935858
717	0.08316036306
718	0.08313151022
719	0.08312237286
720	0.08307882111
721	0.08301365026
722	0.08294615027
723	0.08289031087
724	0.0828199144
725	0.08273290795
726	0.08267367189
727	0.08263253886
728	0.08260794862
729	0.08252643652
730	0.08249824808
731	0.08248929735
732	0.08247957771
733	0.08244977679
734	0.08239559465
735	0.08233353676
736	0.08232483985
737	0.08228321411
738	0.08217632047
739	0.08216780272
740	0.08214419789
741	0.08208860483
742	0.08208016173
743	0.08200268829
744	0.08197542553
745	0.08191182235
746	0.08184868949
747	0.08177452311
748	0.08170723215
749	0.0816499893
750	0.08159183569
751	0.0815736431
752	0.08150147739
753	0.08143950162
754	0.08139892847
755	0.08137108342
756	0.08133503416
757	0.08130945851
758	0.08120781288
759	0.0811996236
760	0.08112354614
761	0.08108094994
762	0.0810728801
763	0.08106493717
764	0.0809545573
765	0.08091705979
766	0.08087827828
767	0.0808172058
768	0.0808094495
769	0.08079380998
770	0.08074888465
771	0.08068822275
772	0.08062935249
773	0.08062174549
774	0.080614243
775	0.08058226225
776	0.08051286612
777	0.08045413023
778	0.08041268365
779	0.08037682102
780	0.08030601397
781	0.08023468436
782	0.08014971589
783	0.0801150029
784	0.08005525175
785	0.07994728312
786	0.07988432196
787	0.07987696877
788	0.07983670169
789	0.07981536626
790	0.07975936263
791	0.07971417601
792	0.07965635833
793	0.07959350914
794	0.07958624554
795	0.07951826779
796	0.07951115349
797	0.07949218451
798	0.07947469364
799	0.07946781823
800	0.07941060523
801	0.07931539457
802	0.0792724251
803	0.07921646626
804	0.07915095201
805	0.07909311194
806	0.07903605571
807	0.07898827868
808	0.07889461331
809	0.07884072231
810	0.0788029486
811	0.07876282335
812	0.07870304235
813	0.07865182388
814	0.07863722949
815	0.07863060042
816	0.07853783833
817	0.07845414641
818	0.07841887353
819	0.07833183722
820	0.07829758706
821	0.07825710349
822	0.07825022061
823	0.07821107331
824	0.07820463087
825	0.07815999667
826	0.07815333029
827	0.07811710186
828	0.0780065279
829	0.07800039153
830	0.07791587845
831	0.07789640931
832	0.07781388195
833	0.07779502495
834	0.07773201153
835	0.0776513206
836	0.07761686142
837	0.07756514279
838	0.0774802863
839	0.0773973409
840	0.07739141356
841	0.07738546383
842	0.07732065876
843	0.07725360669
844	0.07714474225
845	0.07708277394
846	0.07700123946
847	0.07698701832
848	0.07695361173
849	0.0769477889
850	0.07691848815
851	0.07683827499
852	0.07680234517
853	0.07673970501
854	0.07659785202
855	0.07656581155
856	0.07651452589
857	0.07646032882
858	0.07635511484
859	0.07630188824
860	0.07626805613
861	0.07620773763
862	0.07615653409
863	0.07607580584
864	0.07597368991
865	0.07592245651
866	0.07591641719
867	0.0758603613
868	0.07585468031
869	0.07579140561
870	0.07573199039
871	0.07572641391
872	0.07566842454
873	0.07558890565
874	0.07556095609
875	0.07551355231
876	0.07546083335
877	0.07538127713
878	0.07529867512
879	0.07523107809
880	0.07516825876
881	0.07509153183
882	0.07506558293
883	0.0750598049
884	0.0750545121
885	0.07500633941
886	0.07494242271
887	0.07491554813
888	0.07483567837
889	0.07480266743
890	0.07474573064
891	0.07467107157
892	0.07459890586
893	0.07453212253
894	0.07447169951
895	0.07443993525
896	0.07439358407
897	0.07435768411
898	0.07432689032
899	0.07425045454
900	0.07422045206
901	0.07421520405
902	0.07417286912
903	0.07412035918
904	0.07406463922
905	0.07403204632
906	0.07398792722
907	0.07391392508
908	0.07383477944
909	0.07378002995
910	0.07375084864
911	0.07369190373
912	0.07368676023
913	0.07366077401
914	0.07362651638
915	0.07352819275
916	0.07349990725
917	0.07344625514
918	0.07342364317
919	0.07337652307
920	0.07332447597
921	0.07324244132
922	0.0732083106
923	0.07315953324
924	0.07309431759
925	0.07303672387
926	0.07300910278
927	0.07295518192
928	0.07290847241
929	0.07286419654
930	0.07280644605
931	0.07275739995
932	0.07273074932
933	0.07267158045
934	0.07261432267
935	0.07258535038
936	0.07250188241
937	0.07247623212
938	0.07238194714
939	0.07233088544
940	0.07228354139
941	0.07227853226
942	0.07227364258
943	0.07222156562
944	0.0721335663
945	0.07209990589
946	0.07204935182
947	0.07200689745
948	0.07200208989
949	0.07199744656
950	0.0719585456
951	0.07190282564
952	0.07182974918
953	0.07180724172
954	0.07176665364
955	0.07170307286
956	0.07168796338
957	0.07161636502
958	0.07161209495
959	0.07160673496
960	0.07158182372
961	0.07155974924
962	0.07146904753
963	0.07146470281
964	0.07140413049
965	0.07132473104
966	0.07127708092
967	0.07124727253
968	0.07120569158
969	0.07111669193
970	0.07105235718
971	0.07098185619
972	0.07089598445
973	0.07089152775
974	0.07086749739
975	0.07078452213
976	0.07073210923
977	0.07067820331
978	0.07061645149
979	0.07055200476
980	0.07049637438
981	0.07043663816
982	0.07038817434
983	0.07036499501
984	0.07031244028
985	0.07025285336
986	0.07017718649
987	0.07017281191
988	0.07009427841
989	0.07003933483
990	0.06995971889
991	0.06989165901
992	0.06986123102
993	0.06979012536
994	0.0697420124
995	0.06969642266
996	0.06964941454
997	0.0695965836
998	0.0695389003
999	0.06947618548
